,id,split,MSA,ALG
2131,-1,generated-6-train, هذا السؤال دار في ذهن يوسف لدى رؤيته للوردة الجميلة. إنها تبدو حقيقية بألوانها الزاهية وأوراقها الناعمة، لكن شيئا ما يجعله يشك. قرر يوسف أن يقترب ويمسك الوردة ليكتشف الحقيقة. وبمجرد لمسها ابتسم، فالوردة كانت طبيعية وعطرها يفوح في الأجواء. , هاد السؤال دار في بال يوسف ملي شاف الوردة الزينة. تبان حقيقية بألوانها الفاقعة وأوراقها الرطبة، ولكن كاين شي يخليه يشك. يوسف قرر يدنى ويشد الوردة باش يكتشف الحقيقة. وملي لمسها تبسم، الوردة كانت طبيعية وريحتها تعطر الهواء. 
2132,-1,generated-6-train," في يوم من الأيام، سأل الفتى صديقه بقلق: ""هل ستنتظرني هنا؟"" وعد الصديق بالإنتظار، ولكن مرت الساعات ولم يعد الفتى. ظل الصديق واقفًا ينتظر حتى غروب الشمس، وأدرك أخيرًا أن الوعود أحيانًا لا تُصان. "," فوقت من الأيام، سقسى الولد صاحبو بالخلعة: ""واش راك غادي تستناني هنا؟"" صاحبو وعده بالإنتظار، ولكن مرت الساعات وما رجعش الولد. صاحبو بقى واقف يستنى حتى غابت الشمس، وتأكد في الاخير بلي الوعود بعض المرات ما تتحققش. "
2133,-1,generated-6-train, آه شكراً كنت أبحث عنها منذ قليل. وجدتها أخيرًا تحت كومة الكتب القديمة. كنت أحتاجها لإتمام بحثي العلمي. فرحت كثيرًا لأنها من النوادر. أعدتها إلى مكتبتي بحرص شديد. , أه شكرًا، كنت نقلب عليها منذ شوية. لقيتها أخيرًا تحت ركام الكتب القديمة. كنت نحوس عليها باش نكمل بحثي العلمي. فرحت بزاف لأنها من النوادر. رجعتها لمكتبتي بكل حرص. 
2134,-1,generated-6-train," في يوم من الأيام، ذهب أحمد إلى المتجر لشراء هاتف جديد. عندما وصل إلى الصندوق، سأله البائع ""نقداً أم على بطاقة الائتمان؟"". فكر أحمد للحظة ثم قرر الدفع نقداً لتجنب رسوم الفائدة. شعر بالسعادة وهو يغادر المتجر حاملاً هاتفه الجديد دون أي ديون. "," واحد النهار، أحمد مشى للمحل باش يشري تيليفون جديد. وقت لي وصل للكاش، البائع سقساه ""كاش ولا بالكارت؟"". أحمد فكر شوية وقرر يخلص كاش باش ما يتعرضش للفوائد. فرح وخرج من المحل وهو يحمل التيليفون الجديد بلا ديون. "
2135,-1,generated-6-train, في يوم مشمس، وجد محمود نفسه في مدينة لم يزرها من قبل. كان ينظر حوله بدهشة، فالمباني كانت ذات طراز فريد والناس يتحدثون بلهجات مختلفة. شعر بالضياع ولكنه كان متحمسًا لاكتشاف هذا المكان الجديد. في نهاية اليوم، تمكن من التعرف على بعض السكان الودودين الذين عرضوا عليه المساعدة. , في واحد النهار مع الشمس، محمود لقى روحو في بلاصة مازارهاش قبل. كان كي يشوف حواليه بالتعجب، حيت العمارات كانو بستايل غريب والناس تتهدر بلهجات مختلفة. حس براسو ضايع ولكن متشوق يكتشف هاد المكان الجديد. في آخر النهار، تمكن يتعرف على شوية ناس مليحين اللي عرضولو يساعدوه. 
2136,-1,generated-6-train," كان أحمد يبحث عن هدية مناسبة لصديقه، ولكنه لم يكن يملك الكثير من المال. وجد ساعة جميلة في أحد المحلات ولكنها كانت مكلفة. تذكر كلمات صديقه ""ليس تماماً. فقط شيء ما غير غالي الثمن"". فاشترى كتاباً كان صديقه يتمنى الحصول عليه. "," أحمد كان يقلب على كادو مناسب لصاحبو، ولكن ما كانش عندو بزاف دي فلوس. لقى ساعة زوينة فواحد الحانوت ولكن كانت غالية. تفكر قال صاحبو ""ماشي لازم. غير شي حاجة ماشي غالية بزاف"". عليه اشترى كتاب كان صاحبو يتمنى يحصل عليه. "
2137,-1,generated-6-train, اشترت أميرة فستانًا جديدًا وكانت في حيرة، هل يمكن أن يتم غسيله في المغسلة أم يدويًا في المنزل؟ قررت أن تستشير البائعة التي نصحتها بالغسيل اليدوي للحفاظ على نوعية القماش. وعلى الرغم من تحذير البائعة، قررت أميرة أن تجرب الغسيل في المغسلة لتوفير الوقت. ولكن بعد استلام الفستان من المغسلة، تفاجأت بأن الألوان قد بهتت والقماش قد تلف. , اشترت أميرة روب جديد وكانت محتارة، واش تغسلو في الكوافير ولا في الدار باليد؟ قررت تسقسي البائعة اللي نصحتها بالغسيل اليدوي باش يحافظ على الثوب. ولكن حتى مع النصيحة، قررت أميرة تجرب تغسلو في الكوافير باش توفر الوقت. ولكن، ملي رجعت تاخذ الروب من الكوافير، تصدمت بلي الألوان تبهتو والثوب تخرب. 
2138,-1,generated-6-train," كان هناك طفل يحب الرسم كثيراً، وذات يوم نفذت ألوانه المائية فطلب من والدته شراء علبة جديدة. قال لها ""أحتاج علبة ألوان مائية من فضلك"". فابتسمت الأم ووعدته بشراء أفضل علبة لون مائي في السوق. وعندما حصل على الألوان الجديدة، أمضى الطفل ساعات يرسم لوحة زاهية شكراً لأمه. "," كان في طفل يحب يرسم بزاف، وواحد النهار خلصتلو الألوان ديالو المائية، فطلب من ماماه يشريلو علبة جديدة. قالها ""خاصني علبة ديال الألوان المائية عافاك"". الأم ضحكت ووعدتو تشريلو أحسن علبة في السوق. وملي جابتلو الألوان جداد، الطفل قعد يرسم تابلو باهي وشكر ماماه عليه. "
2139,-1,generated-6-train," كان يمشي في السوق عندما صدم بشخص. التفت ليرى من هو، فإذا به صديقه القديم. قال له متفاجئاً: ""آسف. ماذا كنت تريد؟"" ضحك صديقه ودعاه لتناول القهوة. "," كان يتمشى في السوق ومن بعد زعما دخل في واحد. دار يشوف شكون هو، طلعلو صاحبو القديم. قالو مستغرب: ""آسف. واش كنت تحوس؟"" صاحبو ضحك وعزمو لشرب القهوة. "
2140,-1,generated-6-train, قرر ماجد تغيير الموعد لزيارة الطبيب إلى التاسع عشر من مايو بدلاً من الخامس عشر بسبب ارتباطات عمل طارئة. عندما حل اليوم المنتظر، استيقظ مبكرًا وتوجه إلى العيادة. وجد الطبيب ينتظره، فقد كان أول المرضى في ذلك اليوم. تمت الفحوصات بسلاسة، وغادر ماجد وهو يشعر بالرضا عن قراره. , ماجد قرر يبدل وقت الرنديفو مع الطبيب للتاسع عشر ماي بلاصة الخامس عشر حيت طلع ليه شي حوايج خدمة ضرورية. يوم ما جا الموعد، فاق بكري ومشى للعيادة. لقا الطبيب تماك يتسناه، كان أول واحد لهاد النهار. دازت الفحوصات بلا مشاكل وماجد خرج فرحان بقرارو. 
