id,split,MSA,MSA Translation
17886,corpus-6-test-corpus-26-train,حسناً . ليس لدينا وقت . هل يمكن أن نكمل هذه المناقشة يوم الخميس في الساعة الواحدة ؟,حسناً. ليس لدينا وقت. هل يمكن
17899,corpus-6-test-corpus-26-test,أود بعض البيجامات .,أود بعض البيجامات.
17919,corpus-6-test-corpus-26-train,حسناً . سأتصل بك عندما يكونوا جاهزين .,حسناً. سأتصل بك عندما يكونوا جاهزين 
17935,corpus-6-test-corpus-26-train,ماذا عن الغداء ؟,ماذا عن الغداء ؟
17947,corpus-6-test-corpus-26-test,ستقف الليموزين عند البوابة الشمالية أولاً .,ستقف الليموزين عند البوابة الشمالية أولاً.
17963,corpus-6-test-corpus-26-train,إلى متي يظل مطعم الفندق متاحا للاستخدام من قبلي ؟,إلى متي يظل مطعم الفندق متاحا للاستخدام من قبلي 
17966,corpus-6-test-corpus-26-dev,هل هذا قطار مباشر ؟,هل هذا قطار مباشر ؟
17977,corpus-6-test-corpus-26-train,"حسنا , الوقت متأخر إلى حد ما . أعتقد أنني يجب على أن أغادر الآن . شكرا جزيلا لك على الأمسية الرائعة .","حسنا, الوقت متأخر إلى حد ما. أعتقد أنني"
17986,corpus-6-test-corpus-26-train,هل لي أن أتناول بعض الدواء لآلام في معدتي ؟,هل لي أن أتناول بعض الدواء لآلام في معدتي ؟
18003,corpus-6-test-corpus-26-train,أود أن أتناول فراخ مشوية .,أود أن أتناول فراخ مشوية.
18018,corpus-6-test-corpus-26-train,إنه خطئي . ليس خطأك .,إنه خطئي. ليس خطأك.
18036,corpus-6-test-corpus-26-train,"معذرة , متي ينتهي هذا الفيلم ؟","معذرة, متي ينتهي هذا الفيلم ؟"
18040,corpus-6-test-corpus-26-train,"هذا , من فضلك .","هذا, من فضلك."
18077,corpus-6-test-corpus-26-train,لقد سرقت مجوهراتي . أنني بحاجة لتقديم بلاغ .,لقد سرقت مجوهراتي. أنني بحاجة لتقديم بلاغ
18103,corpus-6-test-corpus-26-train,"لحظة فقط , من فضلك . سأوصلك بالسيد جونز .","لحظة فقط, من فضلك. سأوصلك بالسيد جونز"
18110,corpus-6-test-corpus-26-train,مرحبا . هذه هي الخطوط الجوية المتحدة .,مرحبا. هذه هي الخطوط الجوية المتحدة.
18131,corpus-6-test-corpus-26-test,أين تعلم السيد جونز اللغة اليابانية ؟,أين تعلم السيد جونز اللغة اليابانية ؟
18138,corpus-6-test-corpus-26-train,لدي واحدة صغيرة من نفس التصميم .,لدي واحدة صغيرة من نفس التصميم.
18155,corpus-6-test-corpus-26-train,هل يمكنك ترتيب هذه البناطيل ؟,هل يمكنك ترتيب هذه البناطيل ؟
18161,corpus-6-test-corpus-26-train,"مساء الجمعة , في التاسعة .","مساء الجمعة, في التاسعة."
18166,corpus-6-test-corpus-26-train,هل هذه هي البوابة إلي لاس فيجاس ؟,هل هذه هي البوابة إلي لاس فيجاس ؟
18181,corpus-6-test-corpus-26-train,هل لديك أتوبيس من المطار ؟,هل لديك أتوبيس من المطار ؟
18189,corpus-6-test-corpus-26-train,"ملعقة أخرى , من فضلك .","ملعقة أخرى, من فضلك."
18211,corpus-6-test-corpus-26-train,"إنها مالحة قليلا , لكنني أحبها . هل أحضرتها معك طوال الطريق من اليابان ؟","إنها مالحة قليلا, لكنني أحبها. هل أحضرتها"
18226,corpus-6-test-corpus-26-train,"قم بدفعها من فضلك , إن كان ذلك ممكنا .","قم بدفعها من فضلك, إن كان ذلك ممكنا."
18254,corpus-6-test-corpus-26-train,هل من الممكن أن تدفع مبلغ عشرة دولارات للمقدم ؟,هل من الممكن أن تدفع مبلغ عشرة دولارات للمقدم ؟
18264,corpus-6-test-corpus-26-train,"نعم . أيقظني من النوم بعد ثلاثة ساعات , من فضلك .","نعم. أيقظني من النوم بعد ثلاثة ساعات, من"
18273,corpus-6-test-corpus-26-dev,"أود أن أطلب , من فضلك .","أود أن أطلب, من فضلك."
18274,corpus-6-test-corpus-26-test,هل يجب على أن أجيب بـ نعم أو بـ لا ؟,هل يجب على أن أجيب بـ نعم أو بـ لا ؟
18282,corpus-6-test-corpus-26-train,"ملعقتين , من فضلك .","ملعقتين, من فضلك."
18323,corpus-6-test-corpus-26-train,ما هي المحطة القادمة ؟,ما هي المحطة القادمة ؟
18334,corpus-6-test-corpus-26-dev,السيارة تصدر صاخبا غريبا .,السيارة تصدر صاخبا غريبا.
18336,corpus-6-test-corpus-26-test,متي يغلق مكتب البريد أبوابه ؟,متي يغلق مكتب البريد أبوابه ؟
18338,corpus-6-test-corpus-26-dev,لقد دفعت من قبل خمسون دولارا كعربون حينما قمت بتسجيل إجراءات إقامتي بالفندق .,لقد دفعت من قبل خمسون دولارا كعربون حينما قم
18341,corpus-6-test-corpus-26-train,هل تناولت دواء لتقلبات المعدة ؟,هل تناولت دواء لتقلبات المعدة ؟
18342,corpus-6-test-corpus-26-train,هل أحتاج إلى أن أرتدي معطف و رابطة عنق ؟,هل أحتاج إلى أن أرتدي معطف و رابطة عنق ؟
18344,corpus-6-test-corpus-26-train,هل يمكنني أن أحول أموال إلى حساب المدخرات الخاص بي ؟,هل يمكنني أن أحول أموال إلى حساب المدخرات الخاص بي
18355,corpus-6-test-corpus-26-train,لقد نسيت أن آخذ حقيبتي اليدوية .,لقد نسيت أن آخذ حقيبتي اليدوية.
18382,corpus-6-test-corpus-26-train,أود إعادة التأكيد على حجز الرحلة .,أود إعادة التأكيد على حجز الرحلة.
18401,corpus-6-test-corpus-26-train,ساعتي . لقد كانت ساعة رقمية ماركة حديثة سويسرية الصنع .,ساعتي. لقد كانت ساعة رقمية ماركة حديثة
18409,corpus-6-test-corpus-26-test,لقد اجتزت هذا الاختبار بنجاح كبير .,لقد اجتزت هذا الاختبار بنجاح كبير.
18412,corpus-6-test-corpus-26-dev,"أريدك أن تصحبني إلى بعض الأماكن الشيقة . أنني سائح , أنت تعرف .",أريدك أن تصحبني إلى بعض الأماكن الشيقة. أنني
18419,corpus-6-test-corpus-26-train,هل يمكن أن أذهب لمشاهدة المعالم أثناء رسو السفينة في الميناء ؟,هل يمكن أن أذهب لمشاهدة المعالم أثناء رسو السفينة
18437,corpus-6-test-corpus-26-train,من الأفضل أن تضبط المرآة العاكسة للرؤية الخلفية .,من الأفضل أن تضبط المرآة العاكسة للرؤية الخلفية.
18440,corpus-6-test-corpus-26-dev,ستنتظر حوالي عشرة دقائق أو ما يقارب ذلك .,ستنتظر حوالي عشرة دقائق أو ما يقارب ذلك.
18441,corpus-6-test-corpus-26-train,هل يمكن أن آخذ الأطباق الخاصة بك ؟,هل يمكن أن آخذ الأطباق الخاصة بك ؟
18451,corpus-6-test-corpus-26-train,سأكون سعيدا بذلك . متى ترغب في ذلك ؟,سأكون سعيدا بذلك. متى ترغب في ذلك ؟
18487,corpus-6-test-corpus-26-train,أعتقد أنني تركت كاميرتي وغادرت عندما كنت أتناول العشاء هنا الليلة الماضية .,أعتقد أنني تركت كاميرتي وغادرت عندما كنت أتناول الع
18492,corpus-6-test-corpus-26-train,اجمعهم عند البوابة .,اجمعهم عند البوابة.
18502,corpus-6-test-corpus-26-train,أوه ، لا . لن يكون هذا ضرورياً . أستطيع أن اعتني به . لقد قمت بالفعل بما هو اكثر من كاف .,أوه ، لا. لن يكون هذا ضرورياً. أ
18519,corpus-6-test-corpus-26-train,إما أن تصلحها أو تستبدلها ، من فضلك .,إما أن تصلحها أو تستبدلها ، من فضلك.
18521,corpus-6-test-corpus-26-train,يمكنني القيام بها في وقتا ما الشهر القادم .,يمكنني القيام بها في وقتا ما الشهر القادم.
18527,corpus-6-test-corpus-26-train,من فضلك تروى .,من فضلك تروى.
18531,corpus-6-test-corpus-26-train,كيف يتم مقارنة هذا المنتج الجديد مع المنتجات الموجودة ؟,كيف يتم مقارنة هذا المنتج الجديد مع المنتجات الموجودة ؟
18540,corpus-6-test-corpus-26-train,موظفو المبيعات في هذا المتجر لطفاء جداً .,موظفو المبيعات في هذا المتجر لطفاء جداً.
18552,corpus-6-test-corpus-26-train,هلا احتفظت بهذا لي ؟,هلا احتفظت بهذا لي ؟
18562,corpus-6-test-corpus-26-train,دقيقة فقط ، من فضلك .,دقيقة فقط ، من فضلك.
18569,corpus-6-test-corpus-26-train,هل لديك بطاقات ادعائك ؟,هل لديك بطاقات ادعائك ؟
18572,corpus-6-test-corpus-26-train,أرغب في تأجير سيارة لمدة أسبوع .,أرغب في تأجير سيارة لمدة أسبوع.
18580,corpus-6-test-corpus-26-train,"نعم , في بادئ الأمر ، اغسليها على منفصلة .","نعم, في بادئ الأمر ، اغسليها على منفصلة."
18585,corpus-6-test-corpus-26-train,من فضلك أرني بعض الساعات الرجالي .,من فضلك أرني بعض الساعات الرجالي.
18595,corpus-6-test-corpus-26-train,إنها أربعة عشرة .,إنها أربعة عشرة.
18612,corpus-6-test-corpus-26-dev,كم تتكلف الليموزين للذهاب إلى وسط المدينة ؟,كم تتكلف الليموزين للذهاب إلى وسط المدينة ؟
18614,corpus-6-test-corpus-26-train,منذ هذا الصباح .,منذ هذا الصباح.
18617,corpus-6-test-corpus-26-train,من الأفضل أن نسرع . انهم يركبون بالفعل .,من الأفضل أن نسرع. انهم يركبون بالفعل.
18632,corpus-6-test-corpus-26-test,أنها مناسبة تماما .,أنها مناسبة تماما.
18639,corpus-6-test-corpus-26-train,طلبت دجاجا .,طلبت دجاجا.
18640,corpus-6-test-corpus-26-train,لمدة عشرة أيام .,لمدة عشرة أيام.
18642,corpus-6-test-corpus-26-train,كم عمر هذا الصبي ؟,كم عمر هذا الصبي ؟
18643,corpus-6-test-corpus-26-train,كم التكلفة كلها ؟,كم التكلفة كلها ؟
18646,corpus-6-test-corpus-26-train,أريد نفس الشيء ، من فضلك .,أريد نفس الشيء ، من فضلك.
18685,corpus-6-test-corpus-26-train,لقد فقدت شيكاتي السياحية .,لقد فقدت شيكاتي السياحية.
18687,corpus-6-test-corpus-26-train,من فضلك أعطني دواء للبرد .,من فضلك أعطني دواء للبرد.
18690,corpus-6-test-corpus-26-train,من فضلك ضعها في قمع .,من فضلك ضعها في قمع.
18725,corpus-6-test-corpus-26-train,أراه دائما كل صباح في القطار .,أراه دائما كل صباح في القطار.
18727,corpus-6-test-corpus-26-train,هل تستطيع أن تتناول العشاء معنا هذا المساء ؟,هل تستطيع أن تتناول العشاء معنا هذا المساء ؟
18747,corpus-6-test-corpus-26-train,سأقيم في فندق بي حتى غداً . أكون مسروراً إذا أخبرته أنني هنا .,سأقيم في فندق بي حتى غداً. أكون مسروراً
18770,corpus-6-test-corpus-26-train,تأجلت الرحلة الجوية لمدة خمسة وأربعين دقيقة .,تأجلت الرحلة الجوية لمدة خمسة وأربعين دقيقة.
18771,corpus-6-test-corpus-26-train,اسمى شينو يامادا .,اسمى شينو يامادا.
18784,corpus-6-test-corpus-26-train,ما هو تخصص هذا المطعم ؟,ما هو تخصص هذا المطعم ؟
18798,corpus-6-test-corpus-26-test,لدينا نبيذ أبيض ممتاز .,لدينا نبيذ أبيض ممتاز.
18830,corpus-6-test-corpus-26-train,فقط دواء للبرد .,فقط دواء للبرد.
