id,split,MSA,ALG,ALG Translation
17852,corpus-6-test-corpus-26-train,رحلة الطيران دلتا رقم ثمانية وعشرون والمتجهة إلي نيو أورلينز سوف تتأخر حوالي ساعة .,الرحلة دالتا رقم ثمانية وعشرون لنيو اورليانز يتم تأجيلها حوالي ساعة.,رحلة الطيران رقم ثمانية وعشرون التي يصل إل
17854,corpus-6-test-corpus-26-train,عندما أعود ثانية إلى اليابان ، سأكتب خطاباً . وإذا كان لديك وقت ، من فضلك أرسل لي خطاباً .,غير نولي لليابان، نكتبلك رسالة. اذا عندك الوقت، واجبلي.,n'oge n'oge n'oge n'o
17855,corpus-6-test-corpus-26-train,نسيت تذكرة الطيران الخاصة بي في الفندق .,خليت التذكرة تع الطيارة ديالي فالفندق.,أنا نزل تذكرة الطيران خاصة بي في فندق.
17861,corpus-6-test-corpus-26-train,غرفة مفردة بدون دش من فضلك .,غرفة أحادية دون حمام، من فضلك.,n'abal n'abal n'abal n'a
17869,corpus-6-test-corpus-26-train,أشكرك ثانية لأنك ذكرتني . هل يميل كثير من الناس أن ينسوا توقيع أسمائهم ؟,يعطيك الصحة مرة أخرى لي فكرتني. كاين بزاف ناس لي موالف ينساو يمضو أسمهم؟,Danke n'azali n'azali n'azali n
17886,corpus-6-test-corpus-26-train,حسناً . ليس لدينا وقت . هل يمكن أن نكمل هذه المناقشة يوم الخميس في الساعة الواحدة ؟,حسنا، مبقالناش الوقت. واش اذا كملنا هاذ الحديث نهار الخميس على الثالثة بعد الزوال؟,"Okay, okay, okay, okay, okay, okay, "
17899,corpus-6-test-corpus-26-test,أود بعض البيجامات .,راني حاب بيجاما.,n'abal n'abal n'abal.
17919,corpus-6-test-corpus-26-train,حسناً . سأتصل بك عندما يكونوا جاهزين .,موافق. نعيطلك غير يكونوا واجدين.,Okay. I'll call you when they're ready.
17935,corpus-6-test-corpus-26-train,ماذا عن الغداء ؟,والفطور؟,কেন يحدث هذا ؟
17947,corpus-6-test-corpus-26-test,ستقف الليموزين عند البوابة الشمالية أولاً .,الليموزين تحبس أولا عند باب الشمال.,ଲୋକିଓନ୍ ଉପରେ ଉପରେ ଉପରେ
17963,corpus-6-test-corpus-26-train,إلى متي يظل مطعم الفندق متاحا للاستخدام من قبلي ؟,حتى لوقتاش نقدر نروح لمطعم الفندق؟,Why does the hotel stay accessible for me?
17966,corpus-6-test-corpus-26-dev,هل هذا قطار مباشر ؟,اذا قطار مباشر؟,"Yes, this is a direct train?"
17977,corpus-6-test-corpus-26-train,"حسنا , الوقت متأخر إلى حد ما . أعتقد أنني يجب على أن أغادر الآن . شكرا جزيلا لك على الأمسية الرائعة .",حسنا، راهو راح الحال. نظن بلي لازم نروح دوكا. صحا بزاف على هاذ العشية الرائعة.,"Okay, time almost late. I think I should go back now."
17986,corpus-6-test-corpus-26-train,هل لي أن أتناول بعض الدواء لآلام في معدتي ؟,تقدر نتحصل على دواء لآلام المعدة؟,أنا بحاجة إلى بعض الأدوية لعلاج ألم الجهاز
18003,corpus-6-test-corpus-26-train,أود أن أتناول فراخ مشوية .,راني حاب الدجاج المشوي.,أنا بحاجة إلى الوجبات السريعة.
18018,corpus-6-test-corpus-26-train,إنه خطئي . ليس خطأك .,هاذا الخطأ ديالي. ماشي ديالك.,'N'a n'a n'a n'a n
18036,corpus-6-test-corpus-26-train,"معذرة , متي ينتهي هذا الفيلم ؟",المعذرة، وقتاش يخلاص الفيلم؟,"Sorry, why does this movie end?"
18040,corpus-6-test-corpus-26-train,"هذا , من فضلك .",هاذا، من فضلك.,"Awesome, thanks."
18077,corpus-6-test-corpus-26-train,لقد سرقت مجوهراتي . أنني بحاجة لتقديم بلاغ .,سرقولي المجهورات دياولي. لازم نصرح بيه.,لقد قتلت زوجي. أنا بحاجة إلى إخبارك
18103,corpus-6-test-corpus-26-train,"لحظة فقط , من فضلك . سأوصلك بالسيد جونز .",لحظة برك، من فضلك. دوك نديرك بعلاقة مع السيد جونس.,n'oge n'oge n'oge n'o
18110,corpus-6-test-corpus-26-train,مرحبا . هذه هي الخطوط الجوية المتحدة .,صباح الخير. هنا خطوط طيران يونايتد.,Bonjour. These sont les compagnies aériennes de l'
18131,corpus-6-test-corpus-26-test,أين تعلم السيد جونز اللغة اليابانية ؟,وين تعلم السيد جونس اليابانية؟,Where do you learn Japanese Language?
18138,corpus-6-test-corpus-26-train,لدي واحدة صغيرة من نفس التصميم .,عندي واحد صغير من نفس النوع.,আমি لدي obere n'origami.
18155,corpus-6-test-corpus-26-train,هل يمكنك ترتيب هذه البناطيل ؟,تقدر تعاود تدي هاذ السروال؟,ଆପଣ يمكنك ترتيب هذه البناطيل ؟
18161,corpus-6-test-corpus-26-train,"مساء الجمعة , في التاسعة .",الجمعة عشية، على التاسعة مساءا.,"8:30 pm, n'est pas à l'heure."
18166,corpus-6-test-corpus-26-train,هل هذه هي البوابة إلي لاس فيجاس ؟,هاذي البوابة للاس فيغاس؟,ଏହା ليس حافلة لاس فيجاس؟
18181,corpus-6-test-corpus-26-train,هل لديك أتوبيس من المطار ؟,اذا عندكم حافلة من المطار؟,ଆପଣ لديك توكتوك?
18189,corpus-6-test-corpus-26-train,"ملعقة أخرى , من فضلك .",مغرفة واحدأخرى، من فضلك.,"another blender, please."
18211,corpus-6-test-corpus-26-train,"إنها مالحة قليلا , لكنني أحبها . هل أحضرتها معك طوال الطريق من اليابان ؟",شوية مالح، بصح عجبني. جبتو من اليابان؟,'এটা صغيرة لكني أحبها. 'هل أذهب
18226,corpus-6-test-corpus-26-train,"قم بدفعها من فضلك , إن كان ذلك ممكنا .",ابعثو عاجلا، اذا كان ممكن.,"خذها من فضلك, n'ihi na ذلك impossible."
18254,corpus-6-test-corpus-26-train,هل من الممكن أن تدفع مبلغ عشرة دولارات للمقدم ؟,تقدر تدفع عشرة دولار دوكا كضمانة؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
18264,corpus-6-test-corpus-26-train,"نعم . أيقظني من النوم بعد ثلاثة ساعات , من فضلك .",إيه. نوظني بعد ثلاث ساعات، من فضلك.,"Okay. Wake me up after three hours, please."
18273,corpus-6-test-corpus-26-dev,"أود أن أطلب , من فضلك .",راني حاب ندير طلبية، من فضلك.,"أنا بحاجة لأن أطلب, أنت بحاجة."
18274,corpus-6-test-corpus-26-test,هل يجب على أن أجيب بـ نعم أو بـ لا ؟,واش لازم نقول إيه ولا لالا؟,Yes
18282,corpus-6-test-corpus-26-train,"ملعقتين , من فضلك .",زوج مغارف، من فضلك.,n'abal n'abal n'abal n'a
18323,corpus-6-test-corpus-26-train,ما هي المحطة القادمة ؟,واش هي المحطة المقبلة؟,Where's the next station?
18334,corpus-6-test-corpus-26-dev,السيارة تصدر صاخبا غريبا .,السيارة دارت صوت غريب.,वाहة أخرى تنتهي فجأة.
18336,corpus-6-test-corpus-26-test,متي يغلق مكتب البريد أبوابه ؟,وقتاش يغلق مركز البريد؟,কেন يفتح مكتب البريد ؟
18338,corpus-6-test-corpus-26-dev,لقد دفعت من قبل خمسون دولارا كعربون حينما قمت بتسجيل إجراءات إقامتي بالفندق .,سبق و خلصت الضمانة بخمسين دولار غير وصلت.,أنا دفعت خمسون دولارا كعربون عند أنا 
18341,corpus-6-test-corpus-26-train,هل تناولت دواء لتقلبات المعدة ؟,اذا عندكم دواء لمشاكل المعدة؟,"Yes, you have a prescription for a liver disease?"
18342,corpus-6-test-corpus-26-train,هل أحتاج إلى أن أرتدي معطف و رابطة عنق ؟,اذا لازم نلبس مونطو وربطة عنق؟,Should I wear a sweater and a sweater?
18344,corpus-6-test-corpus-26-train,هل يمكنني أن أحول أموال إلى حساب المدخرات الخاص بي ؟,اذا نقدر نحول الأموال إلى حساب التوفير ديالي؟,আমি يمكنك أن أحول أموال إلى حساب المدخرات الخاصة بي
18355,corpus-6-test-corpus-26-train,لقد نسيت أن آخذ حقيبتي اليدوية .,نسيت حقيبة اليد ديالي.,আমি لست بحاجة لاستخدام دعامة يدوية.
18382,corpus-6-test-corpus-26-train,أود إعادة التأكيد على حجز الرحلة .,راني حاب نعاود نأكد على الرحلة ديالي.,أنا بحاجة إلى إعادة التأكيد على إقامة الرحلة.
18401,corpus-6-test-corpus-26-train,ساعتي . لقد كانت ساعة رقمية ماركة حديثة سويسرية الصنع .,ساعتي. كانت ساعة رقمية جديدة، مصنوعة في سويسرا.,ساعتي. لقد كانت ساعة رقمية شركة جديدة سو
18409,corpus-6-test-corpus-26-test,لقد اجتزت هذا الاختبار بنجاح كبير .,نجحت في هاذ الامتحان بكل سهولة.,لقد حققت هذا الاختبار بالنجاح.
18412,corpus-6-test-corpus-26-dev,"أريدك أن تصحبني إلى بعض الأماكن الشيقة . أنني سائح , أنت تعرف .",راني حاب تديني لأماكن مهمين. أنا سائح، علابالك.,"wanna be a traveller. I am a traveller, you know"
18419,corpus-6-test-corpus-26-train,هل يمكن أن أذهب لمشاهدة المعالم أثناء رسو السفينة في الميناء ؟,نقدر ندير سياحة كي تكون الباخرة فالميناء؟,আমি يمكن أن أذهب لمشاهدة المعالم أثناء رسوم 
18437,corpus-6-test-corpus-26-train,من الأفضل أن تضبط المرآة العاكسة للرؤية الخلفية .,لازم تضبط المرآة.,Awesome glasses for viewing.
18440,corpus-6-test-corpus-26-dev,ستنتظر حوالي عشرة دقائق أو ما يقارب ذلك .,يكون حوالي عشر دقائق انتظار.,ଆପଣ ତାଙ୍କୁ ତାଙ୍କୁ ତାଙ୍କୁ
18441,corpus-6-test-corpus-26-train,هل يمكن أن آخذ الأطباق الخاصة بك ؟,نقدر نجمع الصحون ديالكم؟,ଆପଣ ଆପଣଙ୍କ ପାଖରେ ଆପଣଙ୍କ 
18451,corpus-6-test-corpus-26-train,سأكون سعيدا بذلك . متى ترغب في ذلك ؟,يكون من دواعي سروري. وقتاش يساعدك؟,أنا سوف أكون سعيدا. कब تريد ذلك?
18487,corpus-6-test-corpus-26-train,أعتقد أنني تركت كاميرتي وغادرت عندما كنت أتناول العشاء هنا الليلة الماضية .,نظن بلي نسيت آلة التصوير ديالي كي جيت تعشيت هنا لبارح عشية.,I think I took a camera and went back when I was eating lunch
18492,corpus-6-test-corpus-26-train,اجمعهم عند البوابة .,خذهم عند باب الصعود.,সকলো লোকে عند ପାابة.
18502,corpus-6-test-corpus-26-train,أوه ، لا . لن يكون هذا ضرورياً . أستطيع أن اعتني به . لقد قمت بالفعل بما هو اكثر من كاف .,أوه، لالا. ماشي مهم. نقدر نتكلف بيه. راك درت بزاف حاجات.,"- 'No, n'o, n'o, n'"
18519,corpus-6-test-corpus-26-train,إما أن تصلحها أو تستبدلها ، من فضلك .,صلحهولي ولا بدلهولي، من فضلك.,- - - - - - - - - 
18521,corpus-6-test-corpus-26-train,يمكنني القيام بها في وقتا ما الشهر القادم .,نقدر الشهر الجاي.,আমি يمكنك القيام بها عند وقت ما يُقرب من 
18527,corpus-6-test-corpus-26-train,من فضلك تروى .,خوذ وقتك.,Please leave.
18531,corpus-6-test-corpus-26-train,كيف يتم مقارنة هذا المنتج الجديد مع المنتجات الموجودة ؟,كيفاش هاذ المنتوج مقارنة بالمنتوجات المتوفرة؟,كيف يتم مقارنة هذا المنتج الجديد مع المنتجات الموجودة ؟
18540,corpus-6-test-corpus-26-train,موظفو المبيعات في هذا المتجر لطفاء جداً .,البائعين ظراف في هاذ المحل.,وظيفة بيع هذا المتجر لطفاء جداً.
18552,corpus-6-test-corpus-26-train,هلا احتفظت بهذا لي ؟,تقدر تحتفظ لي بهاذا؟,"Okay, okay, okay, okay?"
18562,corpus-6-test-corpus-26-train,دقيقة فقط ، من فضلك .,لحظة، من فضلك.,n'o n'o n'o n'o n'
18569,corpus-6-test-corpus-26-train,هل لديك بطاقات ادعائك ؟,اذا معاك بطاقات التسجيل للأمتعة ديالك؟,ଆପଣ لديها بطاقات ائتمانية ؟
18572,corpus-6-test-corpus-26-train,أرغب في تأجير سيارة لمدة أسبوع .,راني حاب نكري سيارة لأسبوع.,أنا بحاجة إلى نقل سيارة لشهر.
